id,sbi
20231024_500101001_00:00,8.709712
20231024_500101001_00:20,15.599365
20231024_500101001_00:40,19.540327
20231024_500101001_01:00,21.481455
20231024_500101001_01:20,22.362495
20231024_500101001_01:40,22.645311
20231024_500101001_02:00,22.627527
20231024_500101001_02:20,22.448372
20231024_500101001_02:40,22.181578
20231024_500101001_03:00,21.866173
20231024_500101001_03:20,21.735409
20231024_500101001_03:40,21.513683
20231024_500101001_04:00,21.228205
20231024_500101001_04:20,20.973484
20231024_500101001_04:40,20.667088
20231024_500101001_05:00,20.325613
20231024_500101001_05:20,19.934868
20231024_500101001_05:40,19.516182
20231024_500101001_06:00,19.076992
20231024_500101001_06:20,18.5987
20231024_500101001_06:40,18.024944
20231024_500101001_07:00,17.373264
20231024_500101001_07:20,16.331203
20231024_500101001_07:40,15.145193
20231024_500101001_08:00,13.943692
20231024_500101001_08:20,12.7169895
20231024_500101001_08:40,11.532892
20231024_500101001_09:00,10.463762
20231024_500101001_09:20,9.533469
20231024_500101001_09:40,8.755287
20231024_500101001_10:00,8.154654
20231024_500101001_10:20,7.692777
20231024_500101001_10:40,7.3608236
20231024_500101001_11:00,7.046629
20231024_500101001_11:20,6.8003874
20231024_500101001_11:40,6.581855
20231024_500101001_12:00,6.3898787
20231024_500101001_12:20,6.2594876
20231024_500101001_12:40,6.1903076
20231024_500101001_13:00,6.065284
20231024_500101001_13:20,5.993645
20231024_500101001_13:40,5.911191
20231024_500101001_14:00,6.00605
20231024_500101001_14:20,5.9278264
20231024_500101001_14:40,5.8423276
20231024_500101001_15:00,5.7798343
20231024_500101001_15:20,5.7705326
20231024_500101001_15:40,5.8740873
20231024_500101001_16:00,5.830579
20231024_500101001_16:20,6.0461097
20231024_500101001_16:40,6.3023653
20231024_500101001_17:00,6.4639173
20231024_500101001_17:20,6.494631
20231024_500101001_17:40,6.6975164
20231024_500101001_18:00,6.8337674
20231024_500101001_18:20,6.669739
20231024_500101001_18:40,6.581111
20231024_500101001_19:00,6.2373805
20231024_500101001_19:20,6.008353
20231024_500101001_19:40,5.887787
20231024_500101001_20:00,5.8990455
20231024_500101001_20:20,5.995523
20231024_500101001_20:40,5.8744783
20231024_500101001_21:00,5.7509384
20231024_500101001_21:20,5.747051
20231024_500101001_21:40,5.7538996
20231024_500101001_22:00,5.737304
20231024_500101001_22:20,5.688156
20231024_500101001_22:40,5.8148594
20231024_500101001_23:00,5.942939
20231024_500101001_23:20,6.0458026
20231024_500101001_23:40,6.074748
20231024_500101002_00:00,1.025705
20231024_500101002_00:20,3.2814972
20231024_500101002_00:40,5.12245
20231024_500101002_01:00,6.2700267
20231024_500101002_01:20,6.881436
20231024_500101002_01:40,7.1554537
20231024_500101002_02:00,7.227037
20231024_500101002_02:20,7.186095
20231024_500101002_02:40,7.0868506
20231024_500101002_03:00,6.9605036
20231024_500101002_03:20,6.8242106
