id,sbi
20231207_500101001_00:00,18.310822
20231207_500101001_00:20,17.888515
20231207_500101001_00:40,15.970441
20231207_500101001_01:00,15.079729
20231207_500101001_01:20,14.823172
20231207_500101001_01:40,14.568149
20231207_500101001_02:00,14.537309
20231207_500101001_02:20,14.616284
20231207_500101001_02:40,14.929897
20231207_500101001_03:00,15.581246
20231207_500101001_03:20,16.396309
20231207_500101001_03:40,17.243338
20231207_500101001_04:00,17.879877
20231207_500101001_04:20,18.321228
20231207_500101001_04:40,18.689278
20231207_500101001_05:00,19.099049
20231207_500101001_05:20,19.443338
20231207_500101001_05:40,19.941359
20231207_500101001_06:00,20.019632
20231207_500101001_06:20,18.80837
20231207_500101001_06:40,15.227222
20231207_500101001_07:00,10.309264
20231207_500101001_07:20,3.8807497
20231207_500101001_07:40,-0.5274267
20231207_500101001_08:00,-1.3297378
20231207_500101001_08:20,-0.6612048
20231207_500101001_08:40,-0.049374696
20231207_500101001_09:00,0.12912488
20231207_500101001_09:20,-0.06403875
20231207_500101001_09:40,-0.2736718
20231207_500101001_10:00,-0.303428
20231207_500101001_10:20,-0.43510282
20231207_500101001_10:40,-0.3691221
20231207_500101001_11:00,-0.18003148
20231207_500101001_11:20,0.03317726
20231207_500101001_11:40,0.27220434
20231207_500101001_12:00,0.2169711
20231207_500101001_12:20,0.45365587
20231207_500101001_12:40,0.78983307
20231207_500101001_13:00,0.52797294
20231207_500101001_13:20,0.863999
20231207_500101001_13:40,0.8570454
20231207_500101001_14:00,0.76598406
20231207_500101001_14:20,0.82222736
20231207_500101001_14:40,1.0063688
20231207_500101001_15:00,1.3977913
20231207_500101001_15:20,2.0876737
20231207_500101001_15:40,3.3720992
20231207_500101001_16:00,6.159804
20231207_500101001_16:20,8.803158
20231207_500101001_16:40,12.392117
20231207_500101001_17:00,16.371151
20231207_500101001_17:20,20.79187
20231207_500101001_17:40,20.764591
20231207_500101001_18:00,17.738392
20231207_500101001_18:20,14.141145
20231207_500101001_18:40,9.91495
20231207_500101001_19:00,3.6734762
20231207_500101001_19:20,0.59558463
20231207_500101001_19:40,0.99760985
20231207_500101001_20:00,3.4752913
20231207_500101001_20:20,7.9099665
20231207_500101001_20:40,10.105912
20231207_500101001_21:00,10.953585
20231207_500101001_21:20,11.439401
20231207_500101001_21:40,12.376124
20231207_500101001_22:00,13.718232
20231207_500101001_22:20,15.291256
20231207_500101001_22:40,16.7491
20231207_500101001_23:00,17.55768
20231207_500101001_23:20,17.114258
20231207_500101001_23:40,15.285107
20231207_500101002_00:00,4.7451587
